library_aliquot_local_name,library_package_local_name,library_pool_local_name,library_pool_local_tube_id,library_pool_tube_barcode,library_pool_preparation_date,library_local_name,library_technique,library_r1_r2_index,library_preparation_date,library_source_type,library_avg_size_bp,library_concentration_nm,library_input_ng,library_prep_pass_fail,library_prep_set,library_quantification_fmol,library_quantification_ng,amplified_cdna_local_name,amplified_cdna_preparation_date,amplified_cdna_amplified_quantity_ng,amplified_cdna_pcr_cycles,amplified_cdna_rna_amplification_pass_fail,amplified_cdna_percent_cdna_longer_than_400bp,cdna_amplification_set,barcoded_cell_sample_local_name,barcoded_cell_sample_tag_local_name,barcoded_cell_sample_tag_description,barcoded_cell_sample_number_of_expected_cells,barcoded_cell_sample_port_well,barcoded_cell_input_quantity_count,barcoded_cell_sample_technique,enriched_cell_sample_local_name,enriched_cell_sample_preparation_date,enrichment_population,dissociated_cell_sample_local_name,dissociated_cell_sample_cell_label_barcode,dissociated_cell_sample_cell_prep_type,tissue_sample_local_name,tissue_structure,species,project_identifier,roi_id,other_species,roi_local_name,donor_local_name,age_at_death_value,age_at_death_unit,age_at_death_reference_point,age_at_death_description,donor_species,biological_sex,Species common,ROI abbrv,BCS Tag updated in Portal,Package Date,Date in Portal,Portal comments,BG_Paper_241204,NeMO Bucket,NeMO Submission ID,NeMO upload date,NeMO alignment comments,NeMO alignment date (by aliquot),NeMO alignment version,NeMO alignment jobID,NeMO alignment status,Pool_NeMOsubID
NY-AT26015-4,NYGC_241112_shipment,ATX-26015,NY-AT26015,A1658760,11/12/2024,L8XA_241025_01_F12,10xMultiome;ATAC,SI-NA-F12,10/25/2024,amplified_cdna,669,206.1560091,0,Pass,L8XA_241025_01,4123.120182,1820.522485,B8XM_241025_01_F01,10/25/2024,nan,None,Pass,nan,B8XM_241025_01,2531_A03,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A03,16128,Multiome,"M1XM_241023_231-A_A01
M1XM_241023_231-R_A01",10/23/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20241023_H24.30.007.CX.21.PuC.01.Multiome,None,Nuclei,H24.30.007.CX.21.PuC.01_PuC,DHBA:11538,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.007.CX.21.PuC.01,H24.30.007,61,years,birth,61 yrs,NCBITaxon:9606,Female,Human,PuC,,11/12/2024,11/12/2024,,BG_paper_Human,nemo-tmp-t3evm2x-atx-26015,t3evm2x,12/6/2024,10X Genomics Multiome;ATAC-seq,2025-01-24T02:12:57Z,0,JobIdSQ7FK3N3,aligned,ATX-26015_t3evm2x
NY-MX22015-4,NYGC_241112_shipment,MTX-22015,NY-MX22015,K0133817,11/12/2024,L8XR_241107_21_A07,10xMultiome;GEX,SI-TT-A7,11/7/2024,amplified_cdna,431,97.40064764,66.30212529,Pass,L8XR_241107_21,3409.022667,969.730588,A8XR_241031_01_A01,10/31/2024,66,11,Pass,0.78,A8XR_241031_01,2531_A03,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A03,16128,Multiome,"M1XM_241023_231-A_A01
M1XM_241023_231-R_A01",10/23/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20241023_H24.30.007.CX.21.PuC.01.Multiome,None,Nuclei,H24.30.007.CX.21.PuC.01_PuC,DHBA:11538,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.007.CX.21.PuC.01,H24.30.007,61,years,birth,61 yrs,NCBITaxon:9606,Female,Human,PuC,,11/12/2024,11/12/2024,,BG_paper_Human,nemo-tmp-vix475k-mtx-22015,vix475k,12/7/2024,10X Genomics Multiome;RNAseq,2025-01-24T02:12:57Z,0,JobIdSQ7FK3N3,aligned,MTX-22015_vix475k
NW_MX2056-9,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2056_240930,NW_MX2056,NW_MX2056,2/15/2022,L8XR_220210_02_F04,10xMultiome;GEX,SI-TT-F4,2/10/2022,amplified_cdna,459,47.80988947,940.109849,Pass,L8XR_220110_02,1673.346131,506.923477,A8XR_220208_01_H01,2/8/2022,940,10,Pass,0.999,A8XR_220208_01,1061_B04,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",5046,B04,8125,Multiome,"M1XM_220202_151-R_B01
M1XM_220202_151-A_B01",2/2/2022,"82% NeuN+, 13.5% OLIG2-, 4.5% OLIG2+",QN21.26.010.CX44.NAC.001_20220202,nan,Nuclei,QN21.26.010.CX44.NAC.001_Macaque-NAC,DHBA:10339,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.010,7,years,birth,7 yrs,NCBITaxon:9545,Male,Macaque,NAC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-i765csf-mtx-2056_240930,i765csf,11/11/2024,10X genomics multiome;rnaseq,2025-01-24T17:54:21Z,0,JobIdSRJQVFNS,aligned,MTX-2056_240930_i765csf
SQ_AT0564-9,AIBS-Proxy_240930_PreHMBA-backfill,ATX-564_240930,SQ_AT0564,SQ_AT0564,2/15/2022,L8XA_220208_01_B04,10xMultiome;ATAC,SI-NA-B4,2/8/2022,amplified_cdna,512,292.8246508,0,Pass,L8XA_220208_01,5856.493017,1979.02612,B8XM_220208_01_H01,2/8/2022,nan,nan,Pass,nan,B8XM_220208_01,1061_B04,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",5046,B04,8125,Multiome,"M1XM_220202_151-R_B01
M1XM_220202_151-A_B01",2/2/2022,"82% NeuN+, 13.5% OLIG2-, 4.5% OLIG2+",QN21.26.010.CX44.NAC.001_20220202,nan,Nuclei,QN21.26.010.CX44.NAC.001_Macaque-NAC,DHBA:10339,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.010,7,years,birth,7 yrs,NCBITaxon:9545,Male,Macaque,NAC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-cpct4fm-atx-564_240930,cpct4fm,11/12/2024,10X genomics multiome;atac-seq,2025-01-24T17:54:21Z,0,JobIdSRJQVFNS,aligned,ATX-564_240930_cpct4fm
SQ_AT0564-11,AIBS-Proxy_240930_PreHMBA-backfill,ATX-564_240930,SQ_AT0564,SQ_AT0564,2/15/2022,L8XA_220208_01_C03,10xMultiome;ATAC,SI-NA-C3,2/8/2022,amplified_cdna,530,230.4652034,0,Pass,L8XA_220208_01,4609.304068,1612.334563,B8XM_220208_01_B02,2/8/2022,nan,nan,Pass,nan,B8XM_220208_01,1061_D04,"NHP_BG_Core_ROI
NHP_BG_Circuit","Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.
All Basal ganglia circuit regions in non-human primates, multiome",7453,D04,12000,Multiome,"M1XM_220202_152-A_D01
M1XM_220202_152-R_D01",2/2/2022,"80% NeuN+, 15% OLIG2-, 5% OLIG2+",QM21.26.003.CX05.NAC.001_20220202,nan,Nuclei,QM21.26.003.CX05.NAC.001_Macaque-NAC,DHBA:10339,NCBITaxon:9544,UM1MH130981 - Ed Lein,nan,1,nan,QM21.26.003,5,years,birth,5 yrs,NCBITaxon:9544,Male,Macaque,NAC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-cpct4fm-atx-564_240930,cpct4fm,11/12/2024,10X genomics multiome;atac-seq,2025-01-22T12:45:58Z,5.9.3,JobIdSW7AZCAQ,aligned,ATX-564_240930_cpct4fm
NW_MX2057-1,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2057_240930,NW_MX2057,NW_MX2057,2/15/2022,L8XR_220210_02_A04,10xMultiome;GEX,SI-TT-A4,2/10/2022,amplified_cdna,461,69.25771911,857.0055655,Pass,L8XR_220110_02,2424.020169,737.5323766,A8XR_220208_01_B02,2/8/2022,857,9,Pass,0.996,A8XR_220208_01,1061_D04,"NHP_BG_Core_ROI
NHP_BG_Circuit","Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.
All Basal ganglia circuit regions in non-human primates, multiome",7453,D04,12000,Multiome,"M1XM_220202_152-A_D01
M1XM_220202_152-R_D01",2/2/2022,"80% NeuN+, 15% OLIG2-, 5% OLIG2+",QM21.26.003.CX05.NAC.001_20220202,nan,Nuclei,QM21.26.003.CX05.NAC.001_Macaque-NAC,DHBA:10339,NCBITaxon:9544,UM1MH130981 - Ed Lein,nan,1,nan,QM21.26.003,5,years,birth,5 yrs,NCBITaxon:9544,Male,Macaque,NAC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-3j7ngyh-mtx-2057_240930,3j7ngyh,11/14/2024,10X genomics multiome;rnaseq,2025-01-22T12:45:58Z,5.9.3,JobIdSW7AZCAQ,aligned,MTX-2057_240930_3j7ngyh
SQ_AT0596-1,AIBS-Proxy_240930_PreHMBA-backfill,ATX-596_240930,SQ_AT0596,SQ_AT0596,6/14/2022,L8XA_220531_01_D10,10xMultiome;ATAC,SI-NA-D10,5/31/2022,amplified_cdna,946,79.96946858,0,Pass,L8XA_220531_01,1599.389372,998.594748,B8XM_220531_01_G02,2/8/2022,nan,nan,Pass,nan,B8XM_220531_01,1279_A07,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",10000,A07,15950,Multiome,"M2XM_220527_251-R_A01
M2XM_220527_251-A_A01",5/27/2022,"47% NeuN+, 35% OLIG2-, 18% OLIG2+",H19.30.004.CX49.STH.001_20220527,nan,Nuclei,H19.30.004.CX49.STH.001_Human-STH,DHBA:10466,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H19.30.004,58,years,birth,58 yrs,NCBITaxon:9606,Male,Human,STH,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-i69ivet-atx-596_240930,i69ivet,11/14/2024,10X genomics multiome;atac-seq,2025-01-18T03:27:37Z,5.9.3,JobIdTCME6IQ3,aligned,ATX-596_240930_i69ivet
SQ_MX2088-1,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2088_240930,SQ_MX2088,SQ_MX2088,6/14/2022,L8XR_220602_02_B08,10xMultiome;GEX,SI-TT-B8,6/2/2022,amplified_cdna,476,77.14930072,162.7930011,Pass,L8XR_220602_02,2700.225525,848.302851,A8XR_220531_02_D02,5/31/2022,163,9,Pass,0.945,A8XR_220531_02,1279_A07,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",10000,A07,15950,Multiome,"M2XM_220527_251-R_A01
M2XM_220527_251-A_A01",5/27/2022,"47% NeuN+, 35% OLIG2-, 18% OLIG2+",H19.30.004.CX49.STH.001_20220527,nan,Nuclei,H19.30.004.CX49.STH.001_Human-STH,DHBA:10466,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H19.30.004,58,years,birth,58 yrs,NCBITaxon:9606,Male,Human,STH,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-kdpai5e-mtx-2088_240930,kdpai5e,11/14/2024,10X genomics multiome;rnaseq,2025-01-18T03:27:37Z,5.9.3,JobIdTCME6IQ3,aligned,MTX-2088_240930_kdpai5e
NY-AT26003-12,NYGC_240820_shipment,ATX-26003,NY-AT26003,A4536716,8/20/2024,L8XA_240809_01_C11,10xMultiome;ATAC,SI-NA-C11,8/9/2024,amplified_cdna,813,153.3319296,0,Pass,L8XA_240809_01,3066.638593,1645.496936,B8XM_240809_01_C01,8/9/2024,nan,None,Pass,nan,B8XM_240809_01,2370_C03,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C03,16335,Multiome,"M1XM_240806_211-A_C01
M1XM_240806_211-R_C01",8/6/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240806_H24.30.001.CX.20.CaB.01.Multiome,None,Nuclei,H24.30.001.CX.20.CaB.01_CaB,DHBA:10336,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.001.CX.20.CaB.01,H24.30.001,18,years,birth,18 yrs,NCBITaxon:9606,Male,Human,CaB,,8/20/2024,8/19/2024,,BG_paper_Human,nemo-tmp-mu6mrbc-atx-26003,mu6mrbc,9/5/2024,10X genomics multiome;atac-seq,2025-01-10T02:30:29Z,0,JobIdTK1SURER,aligned,ATX-26003_mu6mrbc
NY-MX22003-12,NYGC_240820_shipment,MTX-22003,NY-MX22003,A4556270,8/20/2024,L8XR_240815_01_F06,10xMultiome;GEX,SI-TT-F6,8/15/2024,amplified_cdna,493,109.370568,184.6590447,Pass,L8XR_240815_01,3827.969882,1245.54484,A8XR_240809_01_H01,8/9/2024,185,9,Pass,0.95,A8XR_240809_01,2370_C03,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C03,16335,Multiome,"M1XM_240806_211-A_C01
M1XM_240806_211-R_C01",8/6/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240806_H24.30.001.CX.20.CaB.01.Multiome,None,Nuclei,H24.30.001.CX.20.CaB.01_CaB,DHBA:10336,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.001.CX.20.CaB.01,H24.30.001,18,years,birth,18 yrs,NCBITaxon:9606,Male,Human,CaB,,8/20/2024,8/19/2024,,BG_paper_Human,nemo-tmp-vnompii-mtx-22003,vnompii,9/10/2024,10X genomics multiome;rnaseq,2025-01-10T02:30:29Z,0,JobIdTK1SURER,aligned,MTX-22003_vnompii
NY-AT16076-3,NYGC_240716_shipment,ATX-16076,NY-AT16076,K0160505,7/16/2024,L8XA_240702_01_F03,10xMultiome;ATAC,SI-NA-F3,7/2/2024,amplified_cdna,923,56.70127894,0,Pass,L8XA_240702_01,1134.025579,690.825702,B8XM_240702_01_D01,7/2/2024,nan,None,Pass,nan,B8XM_240702_01,2305_B01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B01,16036,Multiome,"M1XM_240701_211-A_B01
M1XM_240701_211-R_B01",7/1/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240701_H24.30.003.CX.13.CaH.01.Multiome,None,Nuclei,H24.30.003.CX.13.CaH.01_CaH,DHBA:10335,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.003.CX.13.CaH.01,H24.30.003,19,years,birth,19 yrs,NCBITaxon:9606,Female,Human,CaH,,7/16/2024,7/15/2024,,BG_paper_Human,nemo-tmp-p5566zg-atx-16076,p5566zg,8/14/2024,10X genomics multiome;atac-seq,2025-01-10T01:33:35Z,0,JobIdTLAA4DIX,aligned,ATX-16076_p5566zg
NY-MX12076-3,NYGC_240716_shipment,MTX-12076,NY-MX12076,A4536387,7/16/2024,L8XR_240705_01_D05,10xMultiome;GEX,SI-TT-D5,7/5/2024,amplified_cdna,489,64.72473011,149.1002081,Pass,L8XR_240705_01,2265.365554,731.1240788,A8XR_240702_01_B01,7/2/2024,149,10,Pass,0.98,A8XR_240702_01,2305_B01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B01,16036,Multiome,"M1XM_240701_211-A_B01
M1XM_240701_211-R_B01",7/1/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240701_H24.30.003.CX.13.CaH.01.Multiome,None,Nuclei,H24.30.003.CX.13.CaH.01_CaH,DHBA:10335,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.003.CX.13.CaH.01,H24.30.003,19,years,birth,19 yrs,NCBITaxon:9606,Female,Human,CaH,,7/16/2024,7/15/2024,,BG_paper_Human,nemo-tmp-b3zzxsa-mtx-12076,b3zzxsa,8/15/2024,10X genomics multiome;rnaseq,2025-01-10T01:33:35Z,0,JobIdTLAA4DIX,aligned,MTX-12076_b3zzxsa
NY-MX22014-5,NYGC_241105_shipment,MTX-22014,NY-MX22014,K0161373,11/5/2024,L8XR_241024_21_E10,10xMultiome;GEX,SI-TT-E10,10/24/2024,amplified_cdna,546,135.9634096,166.1439966,Pass,L8XR_241024_21,4758.719336,1714.8521,A8XR_241018_01_E01,10/18/2024,166,9,Pass,0.906,A8XR_241018_01,2517_A05,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A05,16092,Multiome,"M2XM_241016_211-R_A01
M2XM_241016_211-A_A01",10/16/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20241016_H24.30.007.CX.15.PuR.01.Multiome,None,Nuclei,H24.30.007.CX.15.PuR.01_PuR,DHBA:11537,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.007.CX.15.PuR.01,H24.30.007,61,years,birth,61 yrs,NCBITaxon:9606,Female,Human,PuR,,11/5/2024,11/5/2024,,BG_paper_Human,nemo-tmp-tkinxuj-mtx-22014,tkinxuj,12/4/2024,10X Genomics Multiome;RNAseq,2025-01-24T02:17:32Z,0,JobIdTTIHHRXL,aligned,MTX-22014_tkinxuj
NY-AT26014-5,NYGC_241105_shipment,ATX-26014,NY-AT26014,A1658759,11/5/2024,L8XA_241018_01_F10,10xMultiome;ATAC,SI-NA-F10,10/18/2024,amplified_cdna,817,280.2851008,0,Pass,L8XA_241018_01,5605.702016,3022.706641,B8XM_241018_01_F01,10/18/2024,nan,None,Pass,nan,B8XM_241018_01,2517_A05,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A05,16092,Multiome,"M2XM_241016_211-R_A01
M2XM_241016_211-A_A01",10/16/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20241016_H24.30.007.CX.15.PuR.01.Multiome,None,Nuclei,H24.30.007.CX.15.PuR.01_PuR,DHBA:11537,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.007.CX.15.PuR.01,H24.30.007,61,years,birth,61 yrs,NCBITaxon:9606,Female,Human,PuR,,11/5/2024,11/5/2024,,BG_paper_Human,nemo-tmp-ja6zqeh-atx-26014,ja6zqeh,12/7/2024,10X Genomics Multiome;ATAC-seq,2025-01-24T02:17:32Z,0,JobIdTTIHHRXL,aligned,ATX-26014_ja6zqeh
NY-AT16027-9,NYGC_240117_shipment,ATX-16027,NY-AT16027,A1659651,1/17/2024,L8XA_240109_01_B02,10xMultiome;ATAC,SI-NA-B2,1/9/2024,amplified_cdna,688,149.1164716,0,Pass,L8XA_240109_01,2982.329432,1354.216149,B8XM_240109_01_B01,1/9/2024,nan,nan,Pass,nan,B8XM_240109_01,2013_B01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B01,15925,Multiome,"M1XM_240103_226-A_B01
M1XM_240103_226-R_B01",1/3/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240103_H23.30.001.CX.16.GPi.01.Multiome,nan,Nuclei,H23.30.001.CX.16.GPi.01_GPi,DHBA:10344,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.16.GPi.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,GPi,3/19/2024,1/17/2024,1/17/2024,approx date in portal,BG_paper_Human,nemo-tmp-9miczas-atx-16027,9miczas,2/19/2024,10X genomics multiome;atac-seq,2024-03-21T21:12:56Z,5.9.3,JobIdTWEHOIY0,aligned,ATX-16027_9miczas
NY-MX12027-9,NYGC_240117_shipment,MTX-12027,NY-MX12027,A1657030,1/17/2024,L8XR_240111_01_A09,10xMultiome;GEX,SI-TT-A9,1/11/2024,amplified_cdna,506,161.9139666,367.8791052,Pass,L8XR_240111_01,5666.988831,1892.54759,A8XR_240109_01_D01,1/9/2024,368,9,Pass,0.976,A8XR_240109_01,2013_B01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B01,15925,Multiome,"M1XM_240103_226-A_B01
M1XM_240103_226-R_B01",1/3/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240103_H23.30.001.CX.16.GPi.01.Multiome,nan,Nuclei,H23.30.001.CX.16.GPi.01_GPi,DHBA:10344,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.16.GPi.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,GPi,3/19/2024,1/17/2024,1/17/2024,approx date in portal,BG_paper_Human,nemo-tmp-jt7on96-mtx-12027,jt7on96,2/19/2024,10X genomics multiome;rnaseq,2024-03-21T21:12:56Z,5.9.3,JobIdTWEHOIY0,aligned,MTX-12027_jt7on96
NY-MX12063-8,NYGC_240521_shipment,MTX-12063,NY-MX12063,A4556306,5/21/2024,L8XR_240516_21_D12,10xMultiome;GEX,SI-TT-D12,5/16/2024,amplified_cdna,476,135.372324,177.7642357,Pass,L8XR_240516_21,4738.031338,1488.499925,A8XR_240510_01_G01,5/10/2024,178,10,Pass,1,A8XR_240510_01,2229_A06,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A06,16236,Multiome,"M1XM_240509_221-A_A01
M1XM_240509_221-R_A01",5/9/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240509_H24.30.004.CX.19.Eca.01.Multiome,None,Nuclei,H24.30.004.CX.19.Eca.01_Eca,DHBA:146034742,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.004.CX.19.Eca.01,H24.30.004,44,years,birth,44 yrs,NCBITaxon:9606,Female,Human,Eca,,5/21/2024,5/22/2024,Study Set corrected in NIMP 11/15/24; donor_local_name required all tissues,BG_paper_Human,nemo-tmp-ftcjytu-mtx-12063,ftcjytu,6/22/2024,10X genomics multiome;rnaseq,2025-01-08T22:27:20Z,0,JobIdTZPF9XZ8,aligned,MTX-12063_ftcjytu
NY-AT16063-8,NYGC_240521_shipment,ATX-16063,NY-AT16063,K0160525,5/21/2024,L8XA_240510_01_B09,10xMultiome;ATAC,SI-NA-B9,5/10/2024,amplified_cdna,679,218.5321549,0,Pass,L8XA_240510_01,4370.643098,1958.659998,B8XM_240510_01_E02,5/10/2024,nan,None,Pass,nan,B8XM_240510_01,2229_A06,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A06,16236,Multiome,"M1XM_240509_221-A_A01
M1XM_240509_221-R_A01",5/9/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240509_H24.30.004.CX.19.Eca.01.Multiome,None,Nuclei,H24.30.004.CX.19.Eca.01_Eca,DHBA:146034742,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.004.CX.19.Eca.01,H24.30.004,44,years,birth,44 yrs,NCBITaxon:9606,Female,Human,Eca,,5/21/2024,5/22/2024,Study Set corrected in NIMP 11/15/24; donor_local_name required all tissues,BG_paper_Human,nemo-tmp-oh8hzcv-atx-16063,oh8hzcv,6/23/2024,10X genomics multiome;atac-seq,2025-01-08T22:27:20Z,0,JobIdTZPF9XZ8,aligned,ATX-16063_oh8hzcv
NY-MX12069-8,NYGC_240620_shipment,MTX-12069,NY-MX12069,A4556293,6/20/2024,L8XR_240613_01_H06,10xMultiome;GEX,SI-TT-H6,6/13/2024,amplified_cdna,494,100.7226931,265.2097483,Pass,L8XR_240613_01,3525.29426,1149.38694,A8XR_240607_01_D01,6/7/2024,265,10,Pass,0.982,A8XR_240607_01,2269_1_D06,HMBA_Human_Atlas_M|HMBA_Human_Atlas,"HMBA human midbrain ROIs
Human whole brain multiome samples. HMBA Aim 1.",10000,D06,16330,Multiome,"M1XM_240606_231-A_D01
M1XM_240606_231-R_D01",6/6/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240606_H24.30.004.CX.21.SNR.01.Multiome,None,Nuclei,H24.30.004.CX.21.SNR.01_SNR,DHBA:12259,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.004.CX.21.SNR.01,H24.30.004,44,years,birth,44 yrs,NCBITaxon:9606,Female,Human,SNR,,6/20/2024,6/18/2024,Study Set corrected in NIMP 11/15/24,BG_paper_Human,nemo-tmp-jt7ufhj-mtx-12069,jt7ufhj,7/6/2024,10X genomics multiome;rnaseq,2024-09-07T00:33:16Z,5.9.3,JobIdU9W98RQV,aligned,MTX-12069_jt7ufhj
NY-AT16069-8,NYGC_240620_shipment,ATX-16069,NY-AT16069,K0160513,6/20/2024,L8XA_240607_01_H09,10xMultiome;ATAC,SI-NA-H9,6/7/2024,amplified_cdna,619,335.2248037,0,Pass,L8XA_240607_01,6704.496074,2739.054826,B8XM_240607_01_B02,6/7/2024,nan,None,Pass,nan,B8XM_240607_01,2269_1_D06,HMBA_Human_Atlas_M|HMBA_Human_Atlas,"HMBA human midbrain ROIs
Human whole brain multiome samples. HMBA Aim 1.",10000,D06,16330,Multiome,"M1XM_240606_231-A_D01
M1XM_240606_231-R_D01",6/6/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240606_H24.30.004.CX.21.SNR.01.Multiome,None,Nuclei,H24.30.004.CX.21.SNR.01_SNR,DHBA:12259,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.004.CX.21.SNR.01,H24.30.004,44,years,birth,44 yrs,NCBITaxon:9606,Female,Human,SNR,,6/20/2024,6/18/2024,Study Set corrected in NIMP 11/15/24,BG_paper_Human,nemo-tmp-fxm4kk7-atx-16069,fxm4kk7,7/6/2024,10X genomics multiome;atac-seq,2024-09-07T00:33:16Z,5.9.3,JobIdU9W98RQV,aligned,ATX-16069_fxm4kk7
